Title,Country,Year,Operating Temperature (℃),Cathode Pressure (bar),Anode Pressure (bar),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,Anode Catalyst Type,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Catalyst Loading,Catahode Catalyst Loading,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),MEA Preparation Method,CCM_0/GDE_1,Membrane Thickness (μm),EW,Type,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1)
"Ultrathin platinum nanowire based electrodes for high-efficiency hydrogen
generation in practical electrolyzer cells",USA,2020,80,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0,100,0,3,3 mg/cm2 for Pt BLACK,2.734366353,3,GDE,1,125,1100,Nafion 115,0.22078,0.51489,0.84756,1.18023,1.5129,1.84557,0,0,0,0
"Ultrathin platinum nanowire based electrodes for high-efficiency hydrogen
generation in practical electrolyzer cells",USA,2020,80,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0,20,0,3,0.2 mg/cm2 for Pt,2.734366353,0.2,GDE,1,125,1100,Nafion 115,0.19599,0.40571,0.64119,0.8871,1.13301,1.37892,0,0,0,0
Highly effective IrxSn1?xO2 electrocatalysts for oxygen evolution reaction in the solid polymer electrolyte water electrolyser,china,2012,80,1,1,1,50,5,100,0,0,0,0,Ir black,0.33,70,0.33,1.5,0.57,1.5,0.399,ccm,0,125,1100,nafion 115,0.29868,0.77124,1.28584,1.82873,2.37162,2.91451,0,0,0,0
Highly effective IrxSn1?xO2 electrocatalysts for oxygen evolution reaction in the solid polymer electrolyte water electrolyser,china,2012,80,1,1,1,50,5,64.37977662,0,16.01486981,0,1,Ir0.67Sn0.33O2,0.33,70,0.33,1.5,0.57,0.965696649,0.399,ccm,0,125,1100,nafion 115,0.37549,0.84319,1.40145,1.91281,2.42417,2.93553,0,0,0,0
Highly effective IrxSn1?xO2 electrocatalysts for oxygen evolution reaction in the solid polymer electrolyte water electrolyser,china,2012,80,1,1,1,50,5,52.87553066,0,16.94728547,0,1,Ir0.52Sn0.48O2,0.33,70,0.33,1.5,0.57,0.79313296,0.399,ccm,0,125,1100,nafion 115,0.42642,0.92,1.44713,1.95647,2.46581,2.97515,0,0,0,0
Highly effective IrxSn1?xO2 electrocatalysts for oxygen evolution reaction in the solid polymer electrolyte water electrolyser,china,2012,80,1,1,1,50,5,85.52915767,0,14.47084233,0,0,IrO2,0.33,70,0.33,1.5,0.57,1.282937365,0.399,ccm,0,125,1100,nafion 115,0.45593,0.96729,1.48715,2.03853,2.58991,3.14129,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,17.14285714,0,13.09596686,0,1,IrOx/W-TiO2,0.052631579,20,,0.11,,0.018857143,,CCM,0,50,1100,nafion 212,0.25541,0.88258,1.68713,2.48049,3.27385,4.06721,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,85.52915767,0,14.47084233,0,0,Commercial IrO2,0.052631579,20,,0.27,,0.230928726,,CCM,0,50,1100,nafion 212,0.08413,0.60101,1.26986,1.9936,2.71734,3.44108,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,85.52915767,0,14.47084233,0,0,Unsupported IrOx,0.052631579,20,,0.21,,0.179611231,,CCM,0,50,1100,nafion 212,0.16138,0.74993,1.50213,2.2838,3.06547,3.84714,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,17.14285714,0,13.09596686,0,1,IrOx/W-TiO2,0.052631579,20,,0.116,,0.019885714,,CCM,0,50,1100,nafion 212,0.30459,1.00657,1.87139,2.76018,3.64897,4.53776,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,85.52915767,0,14.47084233,0,0,Commercial IrO2,0.052631579,20,,1.1,,0.940820734,,CCM,0,50,1100,nafion 212,0.13304,0.62753,1.3916,2.23573,3.07986,3.92399,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,85.52915767,0,14.47084233,0,0,Unsupported IrOx,0.052631579,20,,0.99,,0.846738661,,CCM,0,50,1100,nafion 212,0.37266,1.12802,1.92204,2.51729,3.11254,3.70779,0,0,0,0
High performance and cost-effective supported IrOx catalyst for proton exchange membrane water electrolysis,China,2021,80,1,1,1,,8,17.14285714,0,13.09596686,0,1,IrOx/W-TiO2,0.052631579,20,,Ir 0.1 mg cm-2,,0.1,,CCM,0,175,1100,nafion 117,0.20808,0.50829,0.85872,1.26536,1.62452,1.93346,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,30,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.01857,0.13185,0.35659,0.56123,0.73407,0.94091,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,40,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.03428,0.18337,0.41615,0.6566,0.87951,1.12399,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,50,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.05036,0.23928,0.49764,0.76404,1.0107,1.32278,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,60,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.07411,0.29483,0.57511,0.85759,1.12581,1.51353,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,70,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.10188,0.36061,0.65478,0.98476,1.31291,1.73243,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,80,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.15962,0.42017,0.76002,1.12399,1.4938,2.02659,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,90,1,1,1,,5,100,0,0,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.21517,0.49947,0.84955,1.26321,1.70246,2.24329,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,30,1,1,1,,5,85.52915767,0,14.47084233,0,0,IrO2,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.0216,0.21401,0.58209,1.11427,1.6812,2.2803,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,40,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.06021,0.29831,0.75327,1.40449,2.04864,2.69665,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,50,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.09496,0.42765,0.94954,1.71659,2.41672,3.22561,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,60,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.15803,0.55378,1.19793,2.0036,2.79124,3.66319,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,70,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.2494,0.69728,1.43602,2.33629,3.1973,4.12523,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,80,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.32662,0.88325,1.66061,2.62651,3.59627,4.48945,0,0,0,0
The influence of iridium chemical oxidation state on the performance and durability of oxygen evolution catalysts in PEM electrolysis,italy,2017,90,1,1,1,,5,85.52915767,0,14.47084233,0,0,Ir Black,0.25,40,0.5,0.4 mg Ir cm?-2,0.1 mg Pt cm?-2,0.4,0.1,CCM,0,90,980,Aquivion E98-09S,0.45597,1.08982,1.89163,2.88198,3.8453,4.80862,0,0,0,0
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.09903,0.32767,0.63095,0.86611,1.10127,1.35953,0,0,0,0
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.07948,0.31523,0.61496,0.84005,1.05625,1.2689,1,1,0,72
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.07297,0.30516,0.58889,0.82109,1.02723,1.24343,1,1,0,144
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.09251,0.31168,0.56638,0.71802,0.88862,1.10778,1,1,0,216
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.06349,0.29865,0.52433,0.68545,0.84656,1.05921,1,1,0,288
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.07,0.29213,0.54388,0.70795,0.86611,1.08824,1,1,0,360
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.13109,0.40516,0.74459,1.12041,1.52817,1.96861,0,0.5,0.33,72
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.10658,0.37693,0.70819,1.08402,1.48807,1.91588,0,0.5,0.33,144
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.08207,0.34054,0.6718,1.02311,1.4435,1.83121,0,0.5,0.33,216
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.07835,0.32494,0.64803,0.99935,1.43162,1.81487,0,0.5,0.33,288
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.0583,0.28409,0.60718,0.95478,1.35066,1.70197,0,0.5,0.33,360
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.11028,0.33125,0.56929,0.8229,1.12925,1.4622,1.2,2,0.33,72
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.05554,0.26596,0.51455,0.76867,1.10715,1.44312,1.2,2,0.33,144
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.06107,0.28756,0.54167,0.79026,1.1182,1.45668,1.2,2,0.33,216
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.12384,0.3423,0.58285,0.82843,1.14833,1.47325,1.2,2,0.33,288
Investigating low and high load cycling tests as accelerated stress tests for proton exchange membrane water electrolysis,Denmark,2021,60,1,1,1,270,,85.52915767,0,14.47084233,0,0,IrO2,,,,0.3,0.5 mg cm   Pt/C,0.256587473,0.5,CCM,0,175,1100,nafion 117,0.07462,0.28203,0.52008,0.79327,1.13176,1.45668,1.2,2,0.33,360
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.05,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.14047,0.57341,1.14064,1.73327,2.32188,2.93989,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.1,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.20261,0.64958,1.19877,1.79874,2.4094,3.00202,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.2,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.27877,0.7371,1.31836,1.94038,2.5477,3.13631,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.27,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.24603,0.69701,1.28563,1.87825,2.48557,3.06349,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.3,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.24603,0.70036,1.2716,1.89295,2.50361,3.08153,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.6,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.04226,0.31886,0.80258,1.34776,1.92902,2.47087,0,0,0,0
"The Impact of Ink and Spray Variables on Catalyst Layer Properties, Electrolyzer Performance, and Electrolyzer Durability",united states,2020,80,1,1,1,300,25,85.52915767,0,14.47084233,0,0,IrO2,0.8,47,0.2385,0.1mg Ir cm-2,0.1mg Pt cm-2,0.1,0.1,CCM,0,175,1100,nafion 117,0.00952,0.16586,0.55537,1.03508,1.56223,2.08937,0,0,0,0
Impact of Intermittent Operation on Lifetime and Performance of a PEM Water Electrolyzer,germany,2019,80,1,10,10,5,5,75,0,17.61955664,0,1,IrO2/TiO2,0.25,45.8,0.25,1.75 mg?Ir?cm?-?2,0.2mg cm-2 Pt,1.75,0.2,CCM,0,50,1100,nafion 212,0.19561,1.11202,2.39232,3.80449,5.21666,6.62883,0,0,0,0
Impact of Intermittent Operation on Lifetime and Performance of a PEM Water Electrolyzer,germany,2019,80,1,10,10,5,5,75,0,17.61955664,0,1,IrO2/TiO2,0.25,45.8,0.25,1.75 mg?Ir?cm?-?2,0.2mg cm-2 Pt,1.75,0.2,CCM,0,50,1100,nafion 212,0.345,1.00769,2.02926,3.35463,4.68,6.00537,0,3,0.5,100
Impact of Intermittent Operation on Lifetime and Performance of a PEM Water Electrolyzer,germany,2019,80,1,10,10,5,5,75,0,17.61955664,0,1,IrO2/TiO2,0.25,45.8,0.25,1.75 mg?Ir?cm?-?2,0.2mg cm-2 Pt,1.75,0.2,CCM,0,50,1100,nafion 212,0.1906,0.87165,1.72045,2.76456,3.75024,4.73592,0,3,0.5,359
Impact of Intermittent Operation on Lifetime and Performance of a PEM Water Electrolyzer,germany,2019,80,1,10,10,5,5,75,0,17.61955664,0,1,IrO2/TiO2,0.25,45.8,0.25,1.75 mg?Ir?cm?-?2,0.2mg cm-2 Pt,1.75,0.2,CCM,0,50,1100,nafion 212,0.25103,1.37656,2.50814,4.00118,5.49422,6.98726,3,3,0,100
Impact of Intermittent Operation on Lifetime and Performance of a PEM Water Electrolyzer,germany,2019,80,1,10,10,5,5,75,0,17.61955664,0,1,IrO2/TiO2,0.25,45.8,0.25,1.75 mg?Ir?cm?-?2,0.2mg cm-2 Pt,1.75,0.2,CCM,0,50,1100,nafion 212,0.32961,1.49383,2.73179,4.27078,5.80977,7.34876,3,3,0,359
Electrochemical activity of ruthenium and iridium based catalysts for oxygen evolution reaction,FRANCE,2012,25,1,1,1,,5,85.52915767,0,14.47084233,0,0,IrO2,0.111111111,46.1,0.369863014,2.5,0.4 mg cm-2 Pt,2.138228942,0.4,CCM,0,125,1100,nafion 115,0.0049,0.04403,0.14265,0.25613,0.38834,0.49738,0,0,0,0
Electrochemical activity of ruthenium and iridium based catalysts for oxygen evolution reaction,FRANCE,2012,25,1,1,1,,5,68.32740214,15.40416878,16.26842908,0,0,Ru0.7Ir0.3O2,0.111111111,46.1,0.369863014,2.5,0.4 mg cm-2 Pt,2.093289273,0.4,CCM,0,125,1100,nafion 115,0.0055,0.07857,0.18569,0.31481,0.44392,0.55412,0,0,0,0
Electrochemical activity of ruthenium and iridium based catalysts for oxygen evolution reaction,FRANCE,2012,25,1,1,1,,5,74.63556851,9.815354713,15.54907677,0,0,Ru0.8Ir0.2O2,0.111111111,46.1,0.369863014,2.5,0.4 mg cm-2 Pt,2.111273081,0.4,CCM,0,125,1100,nafion 115,0.006,0.10289,0.21618,0.35997,0.48059,0.60141,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,90,3,3,3,,4,85.52915767,0,14.47084233,0,0,Unsupported IrO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.769762419,0.5,GDE,1,175,1100,nafion 117,0.04568,0.16624,0.30866,0.446,0.58334,0.72068,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,110,3,3,3,,4,85.52915767,0,14.47084233,0,0,Unsupported IrO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.769762419,0.5,GDE,1,175,1100,nafion 117,0.07416,0.20227,0.343,0.5039,0.6648,0.8257,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,120,3,3,3,,4,85.52915767,0,14.47084233,0,0,Unsupported IrO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.769762419,0.5,GDE,1,175,1100,nafion 117,0.09701,0.22452,0.37285,0.52421,0.67557,0.82693,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,130,3,3,3,,4,85.52915767,0,14.47084233,0,0,Unsupported IrO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.769762419,0.5,GDE,1,175,1100,nafion 117,0.12867,0.26093,0.40335,0.56164,0.71993,0.87822,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,90,3,3,3,,4,51.42857143,0,24.59807287,0,1,60 wt% IrO2/TiO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.462857143,0.5,GDE,1,175,1100,nafion 117,0.04725,0.3274,0.65553,0.99681,1.33809,1.67937,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,110,3,3,3,,4,51.42857143,0,24.59807287,0,1,60 wt% IrO2/TiO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.462857143,0.5,GDE,1,175,1100,nafion 117,0.14011,0.49378,0.9229,1.27038,1.61786,1.96534,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,120,3,3,3,,4,51.42857143,0,24.59807287,0,1,60 wt% IrO2/TiO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.462857143,0.5,GDE,1,175,1100,nafion 117,0.24577,0.68425,1.13053,1.55035,1.97017,2.38999,0,0,0,0
Non-conductive TiO2 as the anode catalyst support for PEM water electrolysis,Czech,2012,130,3,3,3,,4,51.42857143,0,24.59807287,0,1,60 wt% IrO2/TiO2,0.176470588,100,0.176470588,0.9,0.5mg cm -2 Pt,0.462857143,0.5,GDE,1,175,1100,nafion 117,0.31463,0.67681,1.09161,1.51454,1.93747,2.3604,0,0,0,0
RuxNb1?xO2 catalyst for the oxygen evolution reaction in proton exchange membrane water electrolysers,UK,2013,80,1,1,1,,4,0,75.66401816,24.33598184,0,0,RuO2,0.33,40,0.33,,,,,CCM,0,125,1100,nafion 115,0.43611,0.93019,1.50067,2.04997,2.49274,2.82957,0,0,0,0
RuxNb1?xO2 catalyst for the oxygen evolution reaction in proton exchange membrane water electrolysers,UK,2013,80,1,1,1,,4,0,61.27392967,24.63458319,0,0,Ru0.8Nb0.2O2,0.33,40,0.33,,,,,CCM,0,125,1100,nafion 115,0.27216,0.60898,1.00325,1.30382,1.5096,1.69195,0,0,0,0
"Highly Active, Durable Dispersed Iridium Nanocatalysts for PEM Water Electrolyzer",united states,2018,80,1,1,1,,50,74.57142857,0,17.63723082,0,1,Ir87%/WxTiO2,,,,2,0.4 mg pt/cm -2 Pt/C,1.491428571,0.4,CCM,0,125,1100,Nafion 115,0.1663,0.50912,0.93685,1.4469,1.99967,2.55244,0,0,0,0
"Highly Active, Durable Dispersed Iridium Nanocatalysts for PEM Water Electrolyzer",united states,2018,80,1,1,1,,50,62.57142857,0,21.24655633,0,1,Ir73%/WxTiO2,,,,2,0.4 mg pt/cm -2 Pt/C,1.251428571,0.4,CCM,0,125,1100,Nafion 115,0.14651,0.41013,0.74981,1.16088,1.56308,2.03666,0,0,0,0
"Highly Active, Durable Dispersed Iridium Nanocatalysts for PEM Water Electrolyzer",united states,2018,80,1,1,1,,50,32.57142857,0,30.26987009,0,1,Ir38%/WxTiO2,,,,2,0.4 mg pt/cm -2 Pt/C,0.651428571,0.4,CCM,0,125,1100,Nafion 115,0.28561,0.88058,1.55214,2.27736,3.00258,3.7278,0,0,0,0
"Highly Active, Durable Dispersed Iridium Nanocatalysts for PEM Water Electrolyzer",united states,2018,80,1,1,1,,50,21.42857143,0,33.62138663,0,1,Ir25%/WxTiO2,,,,2,0.4 mg pt/cm -2 Pt/C,0.428571429,0.4,CCM,0,125,1100,Nafion 115,0.2059,0.66489,1.25153,2.02781,2.80409,3.58037,0,0,0,0
"Highly Active, Durable Dispersed Iridium Nanocatalysts for PEM Water Electrolyzer",united states,2018,80,1,1,1,,50,100,0,0,0,0,Ir Black,,,,2,0.4 mg pt/cm -2 Pt/C,2,0.4,CCM,0,125,1100,Nafion 115,0.22309,0.73887,1.39324,2.16379,2.93434,3.70489,0,0,0,0
